Row ID,Order ID,Order Date,Customer Name,Region,Province,Product Category,Product Sub-Category,Product Name,Order Quantity,Sales,Discount,Profit,Ship Mode,Ship Date,Shipping Cost
546,ORD21456,2016-08-20,Sophia Rodriguez,Central,Illinois,Furniture,Chairs,Chairs 168,6,1088.99,0.38,-90.73,First Class,2015-12-22,49.23
547,ORD64514,2016-12-07,John Smith,West,Texas,Furniture,Chairs,Chairs 798,2,25.7,0.06,1.23,Second Class,2021-10-01,28.05
381,ORD73997,2021-06-03,Charlie Jones,South,Texas,Office Supplies,Paper,Paper 219,1,258.68,0.15,20.52,Second Class,2021-02-11,23.42
549,ORD48594,2016-10-24,John Smith,East,Texas,Technology,Printers,Printers 569,4,1867.15,0.15,43.45,First Class,2017-08-21,42.45
5,ORD99641,2023-10-08,Liam Martinez,North,California,Furniture,Chairs,Chairs 318,4,166.81,0.14,-2.78,Second Class,2023-09-20,9.26
379,ORD25417,2023-03-05,Jane Johnson,Central,Oregon,Technology,Monitors,Monitors 631,7,554.06,0.27,-0.45,Second Class,2022-10-07,14.81
552,ORD95373,2022-05-07,John Smith,East,Texas,Technology,Monitors,Monitors 209,7,1058.96,0.2,44.2,Standard Class,2016-02-28,40.48
553,ORD47103,2018-05-03,Bob Brown,East,Texas,Technology,Monitors,Monitors 718,6,2896.75,0.26,-211.34,Second Class,2020-08-26,30.37
554,ORD24728,2017-10-24,Liam Martinez,South,New York,Technology,Laptops,Laptops 270,6,2336.82,0.28,-271.29,Same Day,2023-10-13,45.92
555,ORD96395,2018-08-11,Bob Brown,Central,Texas,Office Supplies,Binders,Binders 502,9,3781.96,0.24,-57.22,Second Class,2015-06-28,45.54
556,ORD84033,2015-04-02,Jane Johnson,North,New York,Technology,Monitors,Monitors 730,10,226.7,0.03,55.56,Same Day,2018-03-28,36.11
557,ORD41100,2022-03-13,Bob Brown,East,Washington,Technology,Monitors,Monitors 511,7,2945.07,0.5,-671.17,Second Class,2020-05-27,28.4
558,ORD58675,2019-11-26,David Garcia,North,California,Furniture,Chairs,Chairs 669,10,2299.47,0.26,-133.61,Standard Class,2020-06-19,47.35
559,ORD69645,2024-07-14,Bob Brown,East,California,Office Supplies,Paper,Paper 603,2,545.08,0.45,-118.52,Same Day,2019-03-10,12.92
560,ORD33469,2024-09-01,David Garcia,East,Washington,Office Supplies,Paper,Paper 629,10,4914.15,0.41,-1510.13,Standard Class,2020-03-02,12.48
561,ORD29940,2018-09-03,Emma Miller,South,California,Office Supplies,Pens,Pens 730,1,371.85,0.09,35.35,First Class,2017-02-14,37.21
562,ORD92328,2024-04-17,Alice Williams,North,Arizona,Technology,Printers,Printers 270,2,555.3,0.17,49.79,First Class,2016-11-02,37.69
563,ORD58026,2024-05-27,Liam Martinez,North,Florida,Technology,Laptops,Laptops 992,6,1672.76,0.47,-375.77,Same Day,2023-01-26,30.67
564,ORD84735,2015-06-04,Emma Miller,West,Florida,Office Supplies,Paper,Paper 896,2,217.04,0.2,17.56,Second Class,2024-06-25,47.12
565,ORD11862,2020-10-07,Liam Martinez,North,New York,Furniture,Bookcases,Bookcases 411,3,201.8,0.31,-10.04,Second Class,2022-01-25,24.02
566,ORD62735,2024-02-22,Jane Johnson,Central,California,Furniture,Tables,Tables 906,5,2086.35,0.39,-225.78,Standard Class,2020-11-23,8.27
567,ORD57881,2016-10-03,Olivia Davis,West,California,Furniture,Bookcases,Bookcases 863,7,1704.55,0.26,-237.26,First Class,2024-03-16,16.0
568,ORD99799,2018-02-04,John Smith,North,Oregon,Technology,Laptops,Laptops 525,2,172.72,0.5,-45.11,Standard Class,2020-11-18,9.06
569,ORD52615,2020-07-05,John Smith,Central,Florida,Furniture,Tables,Tables 100,1,463.45,0.28,-23.35,Second Class,2023-06-10,17.65
570,ORD89785,202-15-30,David Garcia,East,New York,Office Supplies,Binders,Binders 378,8,1795.37,0.24,-191.88,First Class,2015-08-08,31.62
571,ORD42929,2023-09-14,David Garcia,East,Washington,Office Supplies,Binders,Binders 570,2,780.02,0.27,-32.56,Second Class,2023-06-20,27.21
572,ORD76823,2015-10-14,Olivia Davis,North,Arizona,Office Supplies,Binders,Binders 845,7,2701.6,0.47,-641.07,Standard Class,2017-05-12,19.23
573,ORD77623,2023-12-17,Jane Johnson,Central,Arizona,Technology,Laptops,Laptops 287,3,1408.4,0.24,58.62,Same Day,2015-06-03,39.91
574,ORD32630,2018-04-18,Bob Brown,East,Illinois,Furniture,Bookcases,Bookcases 154,7,1326.56,0.01,222.48,Standard Class,2021-06-22,43.94
575,ORD73156,2021-03-01,Jane Johnson,South,Illinois,Office Supplies,Pens,Pens 550,1,412.9,0.01,80.91,Same Day,2019-02-07,41.47
576,ORD87822,2019-03-08,Sophia Rodriguez,Central,New York,Furniture,Bookcases,Bookcases 703,2,82.27,0.2,-0.78,Second Class,2023-03-03,5.99
577,ORD80954,2018-02-08,David Garcia,Central,California,Technology,Laptops,Laptops 855,9,2206.77,0.31,-281.58,Standard Class,2019-05-06,41.78
578,ORD77619,2017-10-01,Charlie Jones,West,Florida,Furniture,Bookcases,Bookcases 342,3,574.99,0.01,109.68,First Class,2024-08-07,9.23
579,ORD98899,2017-05-02,John Smith,Central,Illinois,Office Supplies,Pens,Pens 887,7,1252.51,0.12,190.34,Second Class,2023-11-06,27.17
580,ORD41327,2016-05-11,Alice Williams,West,Florida,,Monitors,Monitors 481,6,1079.42,0.4,-226.16,Second Class,2015-02-24,7.14
581,ORD92175,2024-09-06,Charlie Jones,North,Illinois,Office Supplies,Paper,Paper 766,4,1651.1,0.12,239.57,Standard Class,2018-11-08,29.64
582,ORD62073,2021-09-12,Jane Johnson,Central,Illinois,Office Supplies,Pens,Pens 912,6,386.21,0.36,-87.0,Same Day,2021-09-15,36.7
583,ORD99924,2022-07-22,Jane Johnson,North,Illinois,Office Supplies,Pens,Pens 767,5,1613.08,0.01,342.24,Second Class,2021-05-05,37.04
584,ORD19263,2022-06-14,Bob Brown,North,New York,Office Supplies,Binders,Binders 883,8,1113.4,0.02,257.75,Standard Class,2020-02-13,5.81
585,ORD48561,2022-12-08,John Smith,Central,Washington,Furniture,Tables,Tables 110,6,1933.55,0.31,-103.54,Standard Class,2021-06-07,26.83
586,ORD44130,2015-11-22,Jane Johnson,East,Arizona,Furniture,Chairs,Chairs 629,9,1785.74,0.38,-345.15,Second Class,2017-04-12,9.68
587,ORD33694,2015-04-10,Jane Johnson,Central,Illinois,Technology,Laptops,Laptops 113,2,741.51,0.19,-60.05,Standard Class,2021-08-06,24.76
588,ORD76601,2024-01-07,John Smith,West,Illinois,Office Supplies,Binders,Binders 233,1,320.93,0.24,2.02,First Class,2018-06-04,14.95
589,ORD14079,2022-10-28,David Garcia,Central,California,Furniture,Bookcases,Bookcases 689,6,2150.63,0.15,115.01,First Class,2018-01-20,29.76
590,ORD40284,2023-10-04,Olivia Davis,North,Washington,Furniture,Tables,Tables 241,4,231.09,0.16,16.62,Standard Class,2015-07-08,7.46
591,ORD70553,2017-02-12,Emma Miller,East,New York,Furniture,Bookcases,Bookcases 180,10,1631.34,0.08,203.53,Same Day,2018-06-08,37.48
592,ORD89173,2024-11-13,Charlie Jones,North,New York,Office Supplies,Pens,Pens 563,5,628.37,0.26,-56.7,Same Day,2021-10-22,28.55
593,ORD78921,2018-07-19,David Garcia,West,Florida,Technology,Monitors,Monitors 838,9,3221.17,0.05,756.66,Standard Class,2019-05-12,44.1
594,ORD28047,2016-08-19,Liam Martinez,South,Washington,Technology,Monitors,Monitors 306,5,2250.45,0.13,319.1,Second Class,2019-12-21,19.78
595,ORD73869,2018-04-19,Bob Brown,South,Oregon,Furniture,Chairs,Chairs 844,5,1229.76,0.14,16.44,Same Day,2016-05-15,40.48
596,ORD97077,2023-05-26,Olivia Davis,South,New York,Office Supplies,Paper,Paper 328,7,769.39,0.35,-115.79,Second Class,2021-07-03,30.2
597,ORD48540,2020-01-11,Sophia Rodriguez,North,Arizona,Technology,Monitors,Monitors 580,6,1978.74,0.37,-215.13,First Class,2016-10-26,40.32
598,ORD85703,2018-02-25,Alice Williams,North,New York,Office Supplies,Pens,Pens 826,8,166.92,0.28,-12.04,Second Class,2017-10-23,49.95
599,ORD56073,2024-06-13,Olivia Davis,Central,Washington,Furniture,Bookcases,Bookcases 850,1,460.37,0.17,59.53,Same Day,2023-05-17,11.1
600,ORD46726,2019-01-06,Emma Miller,Central,Illinois,Office Supplies,Paper,Paper 837,10,4600.8,0.2,-69.9,Standard Class,2016-05-13,22.54
601,ORD75427,2021-05-13,David Garcia,East,California,Technology,Printers,Printers 151,7,2297.88,0.23,101.6,Standard Class,2015-10-11,40.99
263,ORD91846,2022-08-21,Liam Martinez,Central,New York,Office Supplies,Pens,Pens 417,7,1647.96,0.35,-189.55,First Class,2016-06-08,42.56
603,ORD93885,2015-04-26,Liam Martinez,North,Florida,Office Supplies,Pens,Pens 140,3,157.94,0.05,19.78,Second Class,2015-03-28,5.89
604,ORD33342,2016-04-05,Charlie Jones,South,Illinois,Technology,Monitors,Monitors 577,6,277.87,0.45,-68.52,Second Class,2023-10-17,8.63
605,ORD23094,2021-01-26,Sophia Rodriguez,North,Arizona,Office Supplies,Paper,Paper 782,2,302.44,0.26,5.52,Second Class,2020-02-10,11.91
606,ORD26129,2020-02-28,Charlie Jones,East,Illinois,Technology,Printers,Printers 631,6,383.43,0.12,-3.2,Standard Class,2022-03-11,36.46
607,ORD59809,2024-08-16,John Smith,North,Arizona,Technology,Printers,Printers 584,3,1427.7,0.41,-214.3,First Class,2016-05-09,16.16
608,ORD97990,2018-03-26,Liam Martinez,East,California,Technology,Laptops,Laptops 423,1,384.25,0.34,-78.52,First Class,2024-10-28,26.01
609,ORD89642,2019-04-06,Liam Martinez,North,Washington,Office Supplies,Paper,Paper 944,5,1907.02,0.09,69.57,Standard Class,2016-02-06,13.83
610,ORD40124,2018-03-16,Sophia Rodriguez,North,Washington,Furniture,Tables,Tables 639,1,75.04,0.41,-12.91,First Class,2022-04-05,44.57
611,ORD65351,2021-04-14,David Garcia,West,California,Technology,Printers,Printers 244,10,975.32,0.08,45.03,First Class,2024-08-04,23.23
612,ORD15213,2016-05-02,John Smith,South,Texas,Furniture,Chairs,Chairs 530,9,1959.26,0.15,258.47,Same Day,2015-09-18,36.38
613,ORD24407,202-15-30,Olivia Davis,Central,Illinois,Furniture,Bookcases,Bookcases 190,10,2080.23,0.29,-31.86,Second Class,2023-04-24,45.13
614,ORD71709,2015-07-27,zenitraM maiL,West,California,Technology,Laptops,Laptops 148,5,2232.8,0.01,372.15,First Class,2020-01-11,23.66
615,ORD36824,2018-03-27,John Smith,Northz,California,Office Supplies,Pens,Pens 142,4,410.27,0.09,53.12,Same Day,2016-09-20,38.65
616,ORD50344,2022-03-04,Olivia Davis,Central,Washington,Furniture,Chairs,Chairs 230,5,340.66,0.05,83.65,Standard Class,2021-06-15,6.58
617,ORD28230,2016-04-23,John Smith,North,Illinois,Technology,Printers,Printers 815,1,340.99,0.46,-96.14,Second Class,2024-04-06,12.54
618,ORD45255,2020-03-12,Bob Brown,South,California,Office Supplies,Paper,Paper 231,7,926.69,0.32,-54.24,First Class,2018-09-27,24.57
619,ORD45091,2020-10-16,Bob Brown,Central,Oregon,Furniture,Chairs,Chairs 240,3,378.3,0.29,-22.86,Same Day,2021-01-04,33.35
620,ORD94527,202-15-30,Jane Johnson,South,California,Technology,Monitors,Monitors 549,9,2519.73,0.13,256.62,Standard Class,2019-07-21,49.07
621,ORD17545,2016-11-15,Charlie Jones,North,Florida,Technology,Monitors,Monitors 528,4,485.02,0.19,5.55,Second Class,2022-05-12,49.89
622,ORD70675,2015-04-14,Charlie Jones,East,Arizona,Technology,Printers,Printers 935,1,308.81,0.46,-109.13,Second Class,2018-11-10,32.18
623,ORD69941,2019-04-04,Sophia Rodriguez,West,Florida,Technology,Printers,Printers 903,10,4867.76,0.14,155.97,Second Class,2024-04-14,34.7
624,ORD65788,2022-02-09,Jane Johnson,West,California,Furniture,Chairs,Chairs 619,9,4052.89,0.04,491.68,Second Class,2022-08-24,26.17
625,ORD24727,2018-02-24,Liam Martinez,South,Texas,Office Supplies,Pens,Pens 102,8,1203.86,0.19,-35.37,Same Day,2023-12-25,6.27
626,ORD99110,2019-06-25,Jane Johnson,West,Oregon,Furniture,Bookcases,Bookcases 864,10,558.73,0.13,56.43,Same Day,2024-12-03,13.39
627,ORD81898,2018-01-28,Liam Martinez,South,Washington,Furniture,Tables,Tables 610,8,945.83,0.47,-201.03,Standard Class,2018-12-19,14.63
628,ORD24466,2024-12-21,Jane Johnson,West,California,Technology,Monitors,Monitors 462,2,738.67,0.5,-241.53,Second Class,2023-07-06,30.71
629,ORD93375,2021-10-12,Liam Martinez,North,Texas,Technology,Monitors,Monitors 154,6,2476.22,0.15,198.94,First Class,2016-11-01,39.7
630,ORD14132,2016-03-26,David Garcia,West,California,Office Supplies,Paper,Paper 363,8,177.51,0.13,-4.01,First Class,2021-08-21,10.48
631,ORD52113,2019-07-22,Olivia Davis,West,Illinois,Office Supplies,Pens,Pens 683,8,1411.86,0.16,84.3,Standard Class,2017-05-06,15.63
632,ORD41531,2023-05-28,Olivia Davis,South,Texas,Furniture,Chairs,Chairs 449,2,823.07,0.01,85.2,Second Class,2017-06-10,28.66
633,ORD86845,2024-08-07,Alice Williams,South,New York,Furniture,Tables,Tables 278,8,506.65,0.49,-195.04,Same Day,2017-10-25,31.18
634,ORD36053,2023-06-01,David Garcia,South,New York,Furniture,Bookcases,Bookcases 692,9,2836.33,0.15,-17.32,First Class,2019-05-14,24.47
635,ORD12935,2017-11-10,Emma Miller,South,New York,Furniture,Tables,Tables 910,9,3563.43,0.26,-157.1,Standard Class,2024-01-01,24.68
636,ORD27645,2019-04-12,John Smith,East,Washington,Technology,Laptops,Laptops 143,3,980.45,0.01,209.44,Standard Class,2019-03-07,25.47
309,ORD51532,2021-05-18,John Smith,Central,California,Technology,Monitors,Monitors 907,4,1449.44,0.23,-15.37,Second Class,2022-09-14,36.81
638,ORD67086,2016-03-28,Sophia Rodriguez,West,Oregon,Furniture,Bookcases,Bookcases 564,7,1647.88,0.11,207.2,Second Class,2023-08-02,30.9
639,ORD77046,2024-01-05,Olivia Davis,West,Illinois,Office Supplies,Pens,Pens 128,2,326.06,0.21,2.95,First Class,2021-08-03,12.78
640,ORD77660,2020-05-15,Bob Brown,East,Washington,Technology,Monitors,Monitors 816,2,143.41,0.24,-3.93,Same Day,2023-12-09,42.62
641,ORD29854,2022-07-08,Sophia Rodriguez,East,Florida,Furniture,Bookcases,Bookcases 437,7,2058.75,0.21,93.49,Second Class,2020-11-09,34.19
642,ORD59848,2023-06-19,Emma Miller,North,Washington,Technology,Printers,Printers 412,2,965.38,0.3,-149.68,Standard Class,2023-12-04,31.38
643,ORD20437,2024-11-17,Sophia Rodriguez,West,Arizona,Office Supplies,Paper,Paper 148,9,2160.07,0.47,-633.99,Standard Class,2021-05-03,37.29
644,ORD37919,2023-10-09,Emma Miller,South,Washington,Furniture,Tables,Tables 963,1,236.62,0.49,-80.85,Standard Class,2016-04-13,28.32
645,ORD74254,2016-07-21,David Garcia,North,Oregon,Furniture,Bookcases,Bookcases 147,7,2019.15,0.46,-445.06,Second Class,2023-06-02,6.92
646,ORD85539,2022-01-06,Alice Williams,Centraly,Florida,Office Supplies,Binders,Binders 263,9,2734.14,0.14,-56.4,Standard Class,2016-10-26,45.88
647,ORD78409,2017-06-05,Sophia Rodriguez,South,California,Furniture,Tables,Tables 973,5,373.82,0.38,-101.45,Second Class,2021-01-12,7.15
648,ORD47390,2018-09-19,Liam Martinez,East,Oregon,Technology,Laptops,Laptops 299,2,869.84,0.07,104.61,Second Class,2022-10-04,6.19
649,ORD87222,2015-11-28,Charlie Jones,East,New York,Office Supplies,Pens,Pens 648,10,2141.63,0.45,-370.55,Same Day,2022-09-09,31.91
650,ORD47934,2023-06-03,Bob Brown,Central,Florida,Furniture,Chairs,Chairs 697,9,759.59,0.26,-19.45,First Class,2022-01-23,15.07
651,ORD26408,2020-05-06,Sophia Rodriguez,South,Oregon,Technology,Laptops,Laptops 346,1,436.62,0.22,21.15,Second Class,2021-04-25,6.16
652,ORD16865,2020-10-11,Sophia Rodriguez,East,Illinois,Furniture,Tables,Tables 296,2,868.14,0.22,-6.83,Standard Class,2023-12-08,35.19
653,ORD76520,2018-04-05,David Garcia,West,California,Furniture,Bookcases,Bookcases 857,1,279.34,0.4,-75.65,Second Class,2021-10-14,30.17
654,ORD37363,2017-04-07,David Garcia,South,Illinois,Furniture,Chairs,Chairs 952,8,1541.03,0.3,-83.82,Standard Class,2019-11-15,22.81
655,ORD75808,2022-10-08,Charlie Jones,East,Washington,Technology,Printers,Printers 784,2,72.13,0.08,6.41,Same Day,2018-01-02,41.13
656,ORD52777,2020-08-02,Bob Brown,South,Oregon,Technology,Laptops,Laptops 388,7,396.48,0.01,74.62,First Class,2021-04-22,28.67
657,ORD71937,2015-09-01,Liam Martinez,West,Arizona,Furniture,Tables,Tables 976,1,125.66,0.04,12.94,Same Day,2021-07-27,38.92
658,ORD86028,2018-11-10,Jane Johnson,East,Florida,Technology,Monitors,Monitors 246,6,2845.12,0.46,-689.13,Same Day,2017-04-08,43.43
659,ORD12603,2021-07-10,Alice Williams,South,New York,Furniture,Tables,Tables 555,5,2498.52,0.03,494.87,Second Class,2022-07-08,43.73
660,ORD42435,2024-09-24,Liam Martinez,West,Arizona,Technology,Printers,Printers 138,5,1639.31,0.5,-457.93,Standard Class,2015-08-12,45.64
661,ORD31491,2018-12-20,Olivia Davis,East,Florida,Furniture,Chairs,Chairs 491,6,1671.61,0.11,295.19,Second Class,2018-11-08,23.56
593,ORD78921,2018-07-19,David Garcia,West,Florida,Technology,Monitors,Monitors 838,9,3221.17,0.05,756.66,Standard Class,2019-05-12,44.1
663,ORD69717,2017-05-14,Emma Miller,East,Arizona,Technology,Laptops,Laptops 869,8,3383.77,0.1,386.89,Second Class,2024-06-03,49.54
664,ORD25383,2016-02-12,Alice Williams,Central,Washington,Furniture,Chairs,Chairs 769,8,3435.71,0.26,-52.78,Same Day,2017-08-12,12.93
665,ORD82086,2020-11-18,David Garcia,West,Illinois,Technology,Printers,Printers 106,8,2971.14,0.37,-335.06,Same Day,2018-10-17,46.65
666,ORD10068,2023-12-07,Alice Williams,West,New York,Furniture,Chairs,Chairs 261,1,150.54,0.45,-47.91,Second Class,2021-09-05,49.38
667,ORD25239,2016-07-24,Sophia Rodriguez,South,Florida,Office Supplies,Pens,Pens 574,3,1049.07,0.32,-59.47,First Class,2020-06-16,8.73
668,ORD59141,2017-06-22,Alice Williams,South,Arizona,Office Supplies,Pens,Pens 675,5,1913.35,0.38,-284.13,Standard Class,2024-11-19,24.17
669,ORD87906,2022-11-10,Charlie Jones,East,Illinois,Furniture,Tables,Tables 251,9,858.61,0.35,-51.49,Second Class,2020-10-25,30.96
670,ORD66265,2024-05-06,Emma Miller,East,Florida,Technology,Monitors,Monitors 830,4,754.32,0.4,-92.81,First Class,2015-10-15,40.83
671,ORD57135,2016-08-22,David Garcia,West,California,Technology,Laptops,Laptops 952,5,2221.21,0.14,47.66,First Class,2015-09-25,41.78
672,ORD11180,2017-12-11,Sophia Rodriguez,West,Washington,Technology,Laptops,Laptops 627,6,1508.05,0.05,201.18,First Class,2021-12-19,28.06
673,ORD44781,2015-06-02,Olivia Davis,North,Oregon,Technology,Laptops,Laptops 611,4,751.2,0.2,-68.91,Second Class,2018-12-22,42.88
452,ORD94954,2023-07-22,Jane Johnson,East,New York,Technology,Monitors,Monitors 902,9,1653.4,0.14,107.28,Standard Class,2020-12-03,42.92
675,ORD45955,2020-08-17,Liam Martinez,South,Texas,Office Supplies,Paper,Paper 776,8,1276.43,0.33,-93.28,Standard Class,2022-04-28,41.2
676,ORD87566,2019-06-15,Jane Johnson,North,Texas,Office Supplies,Paper,Paper 996,6,2080.03,0.35,-347.93,Standard Class,2022-12-04,25.45
677,ORD75225,2015-08-02,Alice Williams,East,New York,Furniture,Chairs,Chairs 825,7,547.41,0.48,-111.72,Standard Class,2018-11-07,18.5
678,ORD71894,2015-04-14,Charlie Jones,East,Oregon,Furniture,Tables,Tables 870,9,1995.08,0.48,-453.16,Second Class,2019-08-08,33.0
679,ORD42195,2016-01-12,Olivia Davis,South,Illinois,Technology,Printers,Printers 670,9,711.6,0.45,-200.51,Second Class,2019-04-20,25.42
680,ORD98999,2018-06-04,Liam Martinez,Northz,Texas,Office Supplies,Paper,Paper 827,2,484.53,0.23,26.75,First Class,2019-07-07,30.2
681,ORD19718,2023-03-06,Alice Williams,North,California,Furniture,Tables,Tables 278,7,2102.91,0.33,-406.72,Same Day,2015-04-02,17.33
682,ORD75401,2023-07-01,relliM ammE,North,Texas,Office Supplies,Binders,Binders 162,9,3805.45,0.35,-489.33,Second Class,2020-08-25,20.11
683,ORD93526,2018-10-03,Sophia Rodriguez,East,Texas,Office Supplies,Paper,Paper 427,7,421.55,0.02,92.96,Standard Class,2016-03-07,45.44
684,ORD88476,2017-05-27,Liam Martinez,Central,Washington,Technology,Laptops,Laptops 730,7,2603.51,0.48,-877.95,Second Class,2015-03-19,9.78
685,ORD56827,2015-02-16,Emma Miller,East,Texas,Office Supplies,Paper,Paper 502,3,1386.55,0.2,-77.57,First Class,2016-04-27,18.57
686,ORD45390,2015-10-14,Bob Brown,East,Washington,Technology,Printers,Printers 668,9,4200.36,0.28,-8.02,Second Class,2020-11-26,37.1
687,ORD20617,2024-04-27,Emma Miller,East,Washington,Technology,Laptops,Laptops 588,4,1912.11,0.19,5.53,First Class,2020-06-03,7.16
688,ORD23923,2023-08-11,David Garcia,South,New York,Office Supplies,Pens,Pens 192,8,231.19,0.33,-22.34,Standard Class,2018-06-26,32.27
689,ORD58339,2016-04-20,Sophia Rodriguez,East,Florida,Office Supplies,Paper,Paper 641,10,3225.76,0.5,-745.18,Same Day,2022-04-03,21.63
441,ORD29576,2019-09-08,Bob Brown,North,Texas,Office Supplies,Binders,Binders 831,3,1167.83,0.44,-367.67,Standard Class,2021-11-16,22.68
691,ORD36779,2017-01-07,Olivia Davis,Central,Arizona,Office Supplies,Pens,Pens 685,1,80.51,0.15,9.82,Standard Class,2018-02-15,7.05
692,ORD52138,2016-01-22,Liam Martinez,North,Oregon,Office Supplies,Paper,Paper 788,9,1122.96,0.09,201.82,Same Day,2024-08-18,16.97
693,ORD89978,2019-09-07,Olivia Davis,Central,Washington,Office Supplies,Pens,Pens 946,4,1645.66,0.24,-185.15,First Class,2020-07-23,5.61
694,ORD97927,2023-06-11,Liam Martinez,East,Texas,Furniture,Chairs,Chairs 669,9,2607.16,0.13,-2.29,First Class,2023-07-27,41.21
695,ORD63933,2017-11-01,Olivia Davis,South,Washington,Furniture,Tables,Tables 713,5,61.41,0.35,-6.32,First Class,2018-12-20,19.5
696,ORD64879,2022-08-01,David Garcia,East,Arizona,,Bookcases,Bookcases 220,10,2828.13,0.49,-648.65,First Class,2015-03-22,10.09
697,ORD74105,2016-12-21,David Garcia,East,Illinois,Furniture,Bookcases,Bookcases 699,9,1466.81,0.12,57.66,Standard Class,2019-08-15,30.2
698,ORD53407,2022-09-21,Emma Miller,South,Illinois,Office Supplies,Pens,Pens 247,2,205.13,0.37,-41.89,Second Class,2024-09-16,13.41
699,ORD72689,2016-10-14,Charlie Jones,South,Arizona,Office Supplies,Paper,Paper 423,3,1336.45,0.17,-74.02,First Class,2018-11-09,47.13
700,ORD87388,2018-10-24,David Garcia,East,Arizona,Office Supplies,Binders,Binders 477,3,435.26,0.32,-20.06,First Class,2019-11-14,17.16
701,ORD54802,2024-03-05,Bob Brown,South,California,Technology,Laptops,Laptops 114,7,420.97,0.09,84.8,Second Class,2020-04-13,10.48
702,ORD31129,2023-03-17,Emma Miller,North,Illinois,Technology,Laptops,Laptops 647,4,1781.38,0.34,-371.7,Standard Class,2020-09-01,5.61
703,ORD20935,2015-09-19,Sophia Rodriguez,North,Florida,Office Supplies,Paper,Paper 200,2,676.5,0.38,-81.8,Second Class,2021-11-15,31.02
704,ORD28149,2021-10-19,Bob Brown,East,New York,Technology,Printers,Printers 787,9,959.32,0.11,85.02,Same Day,2016-07-27,7.53
705,ORD76187,2015-01-25,John Smith,North,Oregon,Furniture,Tables,Tables 697,4,1966.57,0.41,-252.81,Same Day,2017-02-17,14.15
706,ORD77753,2021-02-08,Sophia Rodriguez,Central,Oregon,Furniture,Tables,Tables 188,9,1850.73,0.24,-126.06,Standard Class,2017-12-12,40.28
341,ORD97125,2024-05-27,Sophia Rodriguez,South,Arizona,Furniture,Bookcases,Bookcases 484,6,2993.86,0.22,65.15,Same Day,2023-03-11,18.21
708,ORD70443,2017-04-23,Alice Williams,Central,Texas,Office Supplies,Paper,Paper 284,1,162.18,0.12,-1.72,First Class,2020-10-03,29.05
709,ORD93071,2023-11-14,Olivia Davis,South,Florida,Furniture,Tables,Tables 978,10,4355.5,0.36,-606.87,Second Class,2018-12-12,40.94
710,ORD37915,2021-05-15,Emma Miller,East,Washington,Furniture,Chairs,Chairs 672,2,960.74,0.41,-276.44,First Class,2023-05-06,45.38
461,ORD17022,2017-01-15,Olivia Davis,West,Florida,Office Supplies,Pens,Pens 662,10,194.62,0.36,-46.87,Standard Class,2024-03-28,35.63
712,ORD65082,2017-04-15,Alice Williams,East,Washington,Technology,Monitors,Monitors 719,7,2198.97,0.33,-241.8,Same Day,2020-03-03,22.72
713,ORD31413,2023-12-16,Charlie Jones,East,Arizona,Office Supplies,Paper,Paper 442,7,2417.67,0.37,-595.43,Same Day,2018-08-22,34.62
714,ORD66494,2019-05-21,Charlie Jones,Central,Arizona,Furniture,Bookcases,Bookcases 522,2,506.88,0.38,-70.67,Standard Class,2017-06-20,22.98
715,ORD84083,2019-08-23,Emma Miller,East,New York,Office Supplies,Pens,Pens 369,9,456.03,0.14,0.24,Same Day,2018-10-15,33.3
354,ORD76057,2020-09-27,Bob Brown,Central,Florida,Office Supplies,Binders,Binders 657,6,2663.35,0.17,161.07,Second Class,2021-06-26,48.21
717,ORD35861,2019-08-01,Olivia Davis,Central,Florida,Office Supplies,Paper,Paper 946,1,332.71,0.27,3.18,Standard Class,2017-04-24,21.92
718,ORD85281,2016-01-14,Bob Brown,East,Texas,Office Supplies,Pens,Pens 231,7,1701.64,0.25,30.39,First Class,2023-11-11,28.9
719,ORD83188,2016-06-17,Liam Martinez,South,Oregon,Technology,Monitors,Monitors 231,4,1259.86,0.41,-153.82,First Class,2017-07-08,30.44
720,ORD92895,2021-10-11,senoJ eilrahC,Central,Illinois,Office Supplies,Binders,Binders 667,5,1636.49,0.15,65.67,Standard Class,2015-03-21,12.24
721,ORD31760,2024-06-09,Emma Miller,West,New York,Furniture,Tables,Tables 470,10,543.48,0.46,-98.97,First Class,2016-01-12,32.77
722,ORD46230,2019-01-11,David Garcia,West,Oregon,Furniture,Tables,Tables 290,6,1165.69,0.46,-193.88,Standard Class,2017-10-15,27.56
723,ORD20475,2016-10-08,Olivia Davis,West,New York,Technology,Printers,Printers 606,9,3560.56,0.35,-829.04,Same Day,2018-04-25,22.17
724,ORD46633,2017-01-26,David Garcia,Central,Florida,Furniture,Chairs,Chairs 519,2,216.52,0.11,37.56,Standard Class,2015-02-23,48.26
725,ORD94633,2016-04-06,Emma Miller,South,Oregon,Office Supplies,Pens,Pens 682,7,1515.96,0.01,206.22,First Class,2023-05-20,43.65
726,ORD60209,2022-06-22,Alice Williams,North,New York,Furniture,Chairs,Chairs 990,1,134.78,0.31,-19.83,First Class,2022-01-18,38.12
727,ORD73751,2015-11-10,Emma Miller,South,New York,Furniture,Tables,Tables 887,3,124.18,0.3,-22.34,Same Day,2024-07-18,24.24
